,Unnamed: 0,id,TVShow,Episode,year,minutes,averageRating,numVotes
17222,36512,tt0525772,The Bill,S13E142 The Same Stripe: Part 2,1997,25,9.2,29
30843,76821,tt0566607,Drop the Dead Donkey,"S01E09 Death, Disaster 'n Damien",1990,24,8.1,26
7981,15829,tt0504444,ALF,S01E02 Strangers in the Night,1986,22,7.9,557
124904,473597,tt1007426,Las Vegas,S05E02 Shrink Rap,2007,42,7.4,116
113008,371372,tt0909923,Dark Shadows,S01E774 Episode #1.774,1969,23,7.5,25
80726,221350,tt0713292,The Super Mario Bros. Super Show!,S01E04 Marianne & Luigeena/Mario's Magic Carpet,1989,22,6.7,56
138662,826108,tt10849550,Sistas,S01E25 The Long Road,2020,42,6.2,24
137223,786715,tt1076332,The Daily Show,S05E08 Al Roker,2000,30,6.6,15
55522,149044,tt0639975,The Danny Thomas Show,S08E03 Danny and the Actor's School,1960,30,7.4,13
146027,989472,tt1120205,Half & Half,S01E19 The Big Falling for It Episode,2003,20,7.9,16
138225,814481,tt1082518,Painkiller Jane,S01E21 Reflections,2007,47,7.0,62
6969,13534,tt0502115,227,S03E14 Shall We Dance?,1988,24,7.2,21
45408,118665,tt0609181,I Dream of Jeannie,"S02E06 What's New, Poodle Dog?",1966,25,7.3,214
108158,339204,tt0866930,My Gym Partner's a Monkey,S01E13 Kerry to Dance?,2006,21,5.2,9
48931,129439,tt0620079,The King of Queens,S08E09 G'Night Stalker,2005,21,8.5,498
142363,910609,tt11032298,Crash Landing on You,S01E01 Episode #1.1,2019,71,7.9,706
106580,331343,tt0856439,Bleach,S03E02 Hiretsuna Shinigami,2005,23,8.1,606
145926,987924,tt1119886,CatDog,S01E15 New Neighbors/Dead Weight,1998,24,7.0,58
140880,880427,tt10969314,Blaze and the Monster Machines,S05E02 AJ to the Rescue,2019,22,9.2,6
64466,173012,tt0664263,The Odd Couple,S05E10 Our Fathers,1974,25,7.6,74
26276,64969,tt0554577,Dark Angel,S01E14 Haven,2001,44,7.4,328
65840,177949,tt0669308,Paradise,S01E20 Treasure,1989,60,8.5,11
138343,817926,tt10832290,أ‡ember,S02E05 Gأ¼ven Bana,2019,104,6.9,27
98088,292755,tt0796754,Tripping the Rift,S01E03 Miss Galaxy 5000,2004,22,6.4,42
62452,165715,tt0656805,Naked City,S04E09 Make It Fifty Dollars and Add Love to Nona,1962,60,7.8,41
136030,754493,tt10695368,Two Sentence Horror Stories,S02E07 Only Child,2019,20,5.6,202
146839,1008226,tt11244452,Dark Stories,S01E05 La poupأ©e sanglante,2019,15,7.0,11
87434,251521,tt0743930,Wanted: Dead or Alive,S03E25 Dead Reckoning,1961,25,8.0,82
23205,54044,tt0543506,Coach,S06E15 Coach for a Day: Part 2,1994,30,8.9,49
3995,6575,tt0323242,E! True Hollywood Story,S05E24 Miami Vice,2001,60,6.1,40
100069,302191,tt0811293,Doctor Who,S08E24 The Dأ¦mons: Episode Four,1971,24,7.7,518
2168,3337,tt0190327,The French as Seen by...,S01E02 The Cowboy and the Frenchman,1988,26,6.2,1077
71905,196332,tt0687995,The Rockford Files,S03E06 Coulter City Wildcat,1976,60,8.0,249
67780,184853,tt0676410,Police Woman,S02E06 Cold Wind,1975,60,6.0,28
114810,380422,tt0920119,Polizeiinspektion 1,S09E05 Bodo's exklusive Automobilunion,1986,25,8.2,7
42739,109246,tt0599696,Hercules,S01E04 Hercules and the Assassin,1998,23,7.7,43
30282,75399,tt0565172,Dr. Kildare,S04E15 Lullaby for an Indian Summer,1965,60,8.4,10
52455,141067,tt0631915,The Life and Legend of Wyatt Earp,S01E30 The Suffragette,1956,30,7.1,46
2339,3641,tt0207177,CHiPs,S01E02 Undertow,1977,60,7.1,125
128657,559564,tt10263340,Breaking the Band,S02E01 Motley Crue,2019,44,6.0,19
114808,380420,tt0920117,Polizeiinspektion 1,S02E10 Aus wissenschaftlichen Grأ¼nden,1978,25,8.2,7
136631,771086,tt1072971,Monk,S06E03 Mr. Monk and the Naked Man,2007,42,7.6,1138
33604,85670,tt0575692,The Fairly OddParents,S03E10 Microphony/So Totally Spaced Out,2002,25,6.9,132
133158,676418,tt10525172,Murder and Justice: The Case of Martha Moxley,S01E02 A Rollercoaster Trial,2019,43,7.6,7
145541,980864,tt11182796,Debt to the Sea,S01E11 Tisina,2019,50,8.6,191
7277,14159,tt0502741,3rd Rock from the Sun,S01E10 Truth or Dick,1996,22,7.9,440
7180,14062,tt0502644,3rd Rock from the Sun,S05E18 Dick and Harry Fall Down a Hole,2000,22,7.5,294
57605,153863,tt0644831,McCloud,S05E01 The Barefoot Girls of Bleecker Street,1974,94,7.9,61
14054,30233,tt0519145,Barney Miller,S05E09 The Vandal,1978,30,8.6,116
15643,33688,tt0522849,"Beverly Hills, 90210",S10E07 Laying Pipe,1999,43,6.3,97
65147,175283,tt0666566,Only Fools and Horses,S07E00 Rodney Come Home,1990,73,8.1,533
129459,582097,tt10313492,Grey's Anatomy,S17E01 All Tomorrow's Parties,2020,44,7.7,1158
101935,311625,tt0826468,Spider-Man,S02E14 Home,1968,30,6.6,65
131767,642837,tt10448814,Trigger,S01E15 Episode #1.15,2018,52,7.2,14
133607,687765,tt10549960,OK K.O.! Let's Be Heroes,"S03E02 KO, Rad, and Enid!",2019,11,7.5,22
84749,240932,tt0733198,"Trapper John, M.D.",S01E08 Taxi in the Rain,1979,60,7.1,13
85816,245631,tt0737990,"Upstairs, Downstairs",S05E02 A Place in the World,1975,53,7.7,87
78918,216798,tt0708664,Star Trek: Deep Space Nine,S02E14 Whispers,1994,46,8.1,2359
40026,103074,tt0593282,Growing Pains,S06E11 Let's Go Europe: Part 3,1990,24,7.2,47
43460,110912,tt0601378,Highlander,S02E19 Legacy,1994,48,8.0,180
1181,1930,tt0108240,Rosamunde Pilcher,S01E01 Stأ¼rmische Begegnung,1993,87,5.7,30
13922,30101,tt0519012,Barney Miller,S07E15 Contempt: Part 1,1981,30,8.3,96
30094,74515,tt0564278,The Donna Reed Show,"S08E12 Rally Round the Girls, Boys",1965,30,7.1,13
18491,40313,tt0529631,Bonanza,S10E11 Queen High,1968,60,7.0,78
58287,155162,tt0646139,Melrose Place,S04E17 The Brooke Stops Here,1996,45,7.8,77
75310,205244,tt0696976,Sealab 2021,S01E05 Predator,2001,11,7.3,97
56283,150742,tt0641680,Mannix,S07E24 The Ragged Edge,1974,52,7.6,98
88112,253032,tt0745600,The West Wing,S02E13 Bartlet's Third State of the Union,2001,42,8.2,924
76710,209520,tt0701313,Pretenders,S01E09 El أڑltimo Hأ©roe,2002,60,8.6,144
97916,292219,tt0795996,Groأںstadtrevier,S18E09 Alte Liebe,2004,47,8.4,14
60621,162050,tt0653094,The Munsters,S01E05 Pike's Pique,1964,30,7.5,284
146570,999581,tt1122451,Room 401,S01E05 Episode #1.5,2007,21,6.8,8
132651,661954,tt10492634,Amphibia,S01E08 Contagi-Anne/Family Shrub,2019,22,8.2,491
99221,298331,tt0804208,Whose Line Is It Anyway?,S04E05 Episode #4.5,1992,25,8.6,12
63250,168175,tt0659317,The New Avengers,S02E07 Hostage,1977,50,6.9,78
52002,139674,tt0630505,Legend,S01E06 Knee-High Noon,1995,45,8.6,19
43049,109635,tt0600088,Here's Lucy,S04E16 Lucy's Bonus Bounces,1971,30,6.6,29
50168,133624,tt0624400,Lancer,S01E21 Juniper's Camp,1969,60,8.3,28
99955,301947,tt0810563,Doctor Who,S04E39 The Evil of the Daleks: Episode 3,1967,25,7.6,364
137850,800804,tt10795870,Inside,S01E05 Simon,2019,49,5.9,9
2872,4616,tt0248509,Taggart,S16E03 Fearful Lightning,1999,99,6.9,109
141734,899163,tt1100848,Fantastic Four: World's Greatest Heroes,S01E16 Strings,2007,21,7.2,54
7924,15772,tt0504387,ALF,S02E12 ALF's Special Christmas: Part 1,1987,48,8.3,491
123622,441525,tt1000567,The Tribe,S03E20 Episode #3.20,2001,25,7.6,17
59721,159248,tt0650266,Moesha,"S02E08 Ichi, Ni, San, shi Look - Clarkzilla",1996,21,6.9,32
100492,303135,tt0812532,Cardcaptor Sakura,S01E01 Sakura and the Mysterious Magic Book,1998,25,7.5,122
2801,4522,tt0244602,Little Mole,S01E28 Krtek a medicina,1987,7,8.2,62
73306,201420,tt0693115,Sabrina the Teenage Witch,S05E21 Sabrina's Got Spirit,2001,30,6.9,151
145562,981096,tt11183438,The Kapil Sharma Show,S02E81 Musical Night with Padmashri Udit Narayan,2019,71,6.2,15
95594,281249,tt0780776,My Name Is Earl,S01E19 Y2K,2006,22,8.3,786
82363,226503,tt0718509,Taxi,S05E08 Louie's Revenge,1982,25,7.3,125
7326,14779,tt0503374,77 Sunset Strip,S06E13 Bonus Baby,1963,60,7.1,31
61198,162696,tt0653750,Murphy Brown,"S04E20 Come Out, Come Out, Wherever You Are",1992,30,7.5,73
55703,149413,tt0640344,Malcolm in the Middle,S03E01 Houseboat,2001,23,7.7,855
89594,256656,tt0749265,Wings,S04E08 Just Say No,1992,22,7.5,102
103322,317827,tt0836322,My Little Pony,S01E10 The End of Flutter Valley: Part 10,1986,10,6.3,19
91297,262751,tt0755427,c/o Segemyhr,S04E09 Frisأ¶ren,2003,24,6.4,6
14953,32467,tt0521624,Bergerac,S03E06 A Touch of Eastern Promise,1984,50,6.6,43
89038,255368,tt0747964,Whose Line Is It Anyway?,S05E03 Episode #5.3,1993,25,8.2,10
58563,156150,tt0647134,Miami Vice,S05E16 Victims of Circumstance,1989,47,7.2,251
6359,11109,tt0478170,Intimate Portrait,\N,2001,60,5.8,73
93025,268570,tt0763023,The Simpsons,S08E05 Bart After Dark,1996,30,8.3,2941
27303,67712,tt0557352,Degrassi: The Next Generation,S02E03 Girls Just Wanna Have Fun,2002,23,7.7,156
22962,52773,tt0542221,Clarissa Explains It All,S03E01 Janet's Old Boyfriend,1992,28,7.3,20
80347,220394,tt0712320,Studio One,S03E18 Little Women: Jo's Story,1950,60,6.0,53
122288,430285,tt0987830,Undressed,S01E04 Love It or Leave It,1999,22,4.2,11
34972,88171,tt0578222,Fat Actress,S01E05 Crack for Good,2005,27,7.8,37
95744,282215,tt0782303,Father Knows Best,S06E31 Not His Type,1960,30,7.7,37
86093,247169,tt0739547,Veronica Mars,S01E18 Weapons of Class Destruction,2005,41,8.1,1186
141183,886887,tt10983126,Below Deck Mediterranean,"S04E17 Love, Love Me Stew",2019,43,7.2,37
59573,158847,tt0649862,Mister Ed,S05E20 The Bank Robbery,1965,30,8.1,30
1348,2126,tt0115761,Performance,S06E04 Broken Glass,1996,96,7.2,69
132343,655022,tt10477678,Have You Been Paying Attention?,S07E18 Episode #7.18,2019,43,8.0,5
92018,265467,tt0759271,Sonic the Hedgehog,S02E01 Sonic Conversion,1994,23,6.9,49
102655,314880,tt0831723,Lucky Louie,S01E07 Discipline,2006,27,7.9,208
101797,311011,tt0825542,Horizon,S43E06 Pandemic,2006,89,6.0,15
78887,216767,tt0708629,Star Trek: Deep Space Nine,"S02E20 The Maquis, Part I",1994,46,7.8,2076
53518,144706,tt0635616,Lonesome Dove: The Series,S01E07 Long Shot,1994,46,6.7,20
81104,222009,tt0713964,Suspense,S02E33 Murder at the Mardi Gras,1950,30,5.7,34
112948,371037,tt0909537,Elfen Lied,S01E06 Inner Feelings,2004,26,7.7,409
133099,673908,tt10519600,How It Should Have Ended,S11E11 Avengers Endgame Alternate HISHE,2019,3,8.2,37
95394,280153,tt0779037,Gang Busters,S02E03 Homer Van Meter,1952,26,6.6,7
111538,359351,tt0894341,London's Burning,S05E10 Episode #5.10,1992,49,8.2,12
77060,210342,tt0702160,The Sixth Sense,S02E10 Five Widows Weeping,1972,60,5.5,31
57780,154071,tt0645041,McLeod's Daughters,S05E21 Moonstruck,2005,43,8.4,45
43014,109600,tt0600053,Here's Lucy,S02E18 Lucy and Lawrence Welk,1970,30,8.2,46
4872,8259,tt0394167,Baywatch,S02E14 Big Monday,1992,43,5.8,173
15530,33575,tt0522735,"Beverly Hills, 90210",S08E01 Aloha Beverly Hills: Part 1,1997,91,6.4,107
109117,343490,tt0872882,Ewoks,S02E08 The Season Scepter,1986,23,5.7,73
108420,340541,tt0868690,Teletubbies,S01E45 Dirty Dog,1997,24,5.0,19
140578,871847,tt10950774,Expedition Unknown,S07E07 Hunt for the Chupacabra,2019,42,6.0,42
122622,432513,tt0991442,Aladdin,S01E23 The Prophet Motive,1994,21,7.6,65
35667,90425,tt0580499,Flodder,S05E04 Bergplaats,1999,25,7.3,31
29636,71717,tt0561473,The District,S03E16 Last Waltz,2003,44,8.0,32
144961,966220,tt11151204,Mysteries of the Abandoned,S05E01 Jungle of the Damned,2019,42,7.3,12
6456,11320,tt0490065,Biography,\N,2001,60,6.9,89
46409,121821,tt0612380,Ironside,S06E05 Camera... Action... Murder!,1972,60,7.1,40
59659,159114,tt0650131,Mod Squad,S04E21 The Wild Weekend,1972,60,7.9,34
9959,19822,tt0508593,Alias,S03E20 Blood Ties,2004,42,7.8,431
135456,739125,tt1066195,O Tal Canal,S01E02 Episode #1.2,1983,58,7.8,5
60009,159821,tt0650845,Monsters,S03E22 Hostile Takeover,1991,21,6.2,65
131929,646449,tt10457976,2016-2017 UEFA Champions League,\N,2017,90,8.6,7
80695,221182,tt0713123,Sunes jul,S01E11 Varuhuset,1991,15,7.7,37
46387,121799,tt0612358,Ironside,S02E25 A Matter of Love and Death,1969,60,7.7,57
44691,114121,tt0604615,"Honey, I Shrunk the Kids: The TV Show","S01E21 Honey, You're So Transparent",1998,42,6.7,17
42815,109322,tt0599773,Hercules: The Legendary Journeys,S03E11 Long Live the King,1997,44,6.8,313
137784,799327,tt1079203,Ocean Girl,S02E01 The Return,1995,24,8.2,14
30914,76991,tt0566803,The DuPont Show with June Allyson,S02E14 End of a Mission,1961,30,6.2,6
117444,399097,tt0946183,The First 48,S05E02 Fatal Pickup/Bad Neighbor,2007,45,7.6,24
45718,119326,tt0609848,The IT Crowd,S01E06 Aunt Irma Visits,2006,26,8.0,2524
62253,165246,tt0656336,NYPD Blue,S06E19 Judas Priest,1999,45,8.2,112
57319,153397,tt0644362,Maude,S04E08 The Fling,1975,30,7.4,60
64488,173037,tt0664288,The Odd Couple,S05E04 The Hollywood Story,1974,26,7.7,73
137947,804138,tt10802792,The Kapil Sharma Show,S02E65 Tribute To Kishore Kumar,2019,73,6.7,18
34476,87211,tt0577247,Family Matters,S03E04 Words Hurt,1991,23,7.3,136
44596,113952,tt0604446,Homicide: Life on the Street,S05E06 White Lies,1996,46,7.4,113
105328,325263,tt0847800,BBC Play of the Month,S01E05 Where Angels Fear to Tread,1966,120,9.0,10
53714,145364,tt0636275,Lost,S01E08 Confidence Man,2004,43,8.6,6689
145499,980399,tt11181870,Impractical Jokers: After Party,S03E05 Fraudway,2019,24,9.2,10
92023,265518,tt0759323,Still Standing,S04E11 Still Sweet,2006,30,7.6,168
31662,78280,tt0568107,ER,S02E21 Take These Broken Wings,1996,46,7.6,451
137761,798047,tt1078948,Twentieth Century Battlefields,S01E04 1951 Korea,2007,45,7.6,15
27300,67709,tt0557349,Degrassi: The Next Generation,S03E06 Gangsta Gangsta,2003,23,7.9,194
35990,91752,tt0581851,Four Star Playhouse,S01E04 Backstage,1952,30,8.0,36
13557,29431,tt0518337,Ballykissangel,S04E12 The Final Frontier,1998,48,7.6,36
39590,102406,tt0592612,The Greatest American Hero,S03E03 This Is the One the Suit Was Meant For,1982,48,7.2,65
66859,182033,tt0673406,Perry Mason,S06E19 The Case of the Surplus Suitor,1963,60,7.9,259
109465,345707,tt0875744,The Adventures of Ozzie and Harriet,S08E05 The Rancher's Daughter,1959,30,8.4,13
91378,262841,tt0755517,Thirtysomething,S03E14 Once a Mermaid,1990,48,9.0,72
57271,153349,tt0644314,Maude,S01E16 Maude and the Medical Profession,1973,26,7.5,90
137086,783106,tt1075532,The Girl with Something Extra,S01E10 It's So Peaceful in the Country,1973,30,6.2,11
70209,191618,tt0683243,The Ray Bradbury Theater,S02E10 Tyrannosaurus Rex,1988,25,4.7,146
29966,73304,tt0563065,Doctor in Charge,S01E01 The Devil You Know,1972,24,7.8,9
135015,728695,tt10639344,Scott the Woz,S03E25 Let's Make a Smash Bros. Game!,2019,18,7.7,21
122855,434524,tt0993613,Vandread,S01E08 Muri da!,2000,22,7.4,7
138204,813496,tt10823350,Saints & Sinners,"S04E07 Sit Down, Be Humble",2019,42,8.3,11
111190,356697,tt0890519,Mister Peepers,S02E07 The Teenage Crush,1952,30,6.5,7
129583,583604,tt10317078,SuperMansion,S03E16 Teacher and the Goof,2019,22,7.4,16
130952,618253,tt1039338,Miss Guided,S01E05 Pool Party,2008,21,7.6,19
49091,129602,tt0620242,King of the Hill,S02E01 How to Fire a Rifle Without Really Trying,1997,23,7.7,557
110972,354688,tt0887854,"Till, der Junge von nebenan",S01E06 Die Kronprinzessin,1967,38,9.2,19
54695,147400,tt0638323,M*A*S*H,S05E10 Hawkeye Get Your Gun,1976,25,7.8,504
121160,422714,tt0978034,The Girls Next Door,S03E01 Snow Place Like Home,2007,26,6.0,29
120315,416740,tt0970113,Sabrina: The Animated Series,S01E54 Hexcalibur,1999,23,6.7,18
98258,294086,tt0798607,Unser Lehrer Doktor Specht,S01E14 Kindergeburtstag,1992,52,7.3,9
80744,221376,tt0713318,The Super Mario Bros. Super Show!,"S01E30 Tutti Frutti, Oh Mario/The Legend of Zelda: That Sinking Feeling",1989,20,7.1,16
82314,226454,tt0718460,Taxi,S05E07 Alex the Gofer,1982,25,7.1,124
76646,209456,tt0701248,The Simpsons,S17E07 The Last of the Red Hat Mamas,2005,30,6.6,1479
61990,164344,tt0655404,Mystery Science Theater 3000,S04E01 Cave Dwellers,1991,96,8.3,740
17989,38337,tt0527650,Blue Heelers,S03E06 Sex and Death,1996,44,8.0,15
110792,353584,tt0886358,Where's Waldo?,S01E05 Draining the Deep,1991,23,7.6,9
6903,13465,tt0502046,21 Jump Street,S03E10 What About Love?,1989,47,7.3,101
103289,317772,tt0836258,Hunter x Hunter,S01E26 President x Interview x Paper Test,2000,23,7.9,127
9652,19384,tt0508154,Alfred Hitchcock Presents,S01E04 Don't Come Back Alive,1955,30,7.2,1359
73389,201684,tt0693382,Sailor Moon,S01E17 An Animated Mess,1995,24,7.9,58
6510,11409,tt0493675,Galton and Simpson Comedy,S01E02 Friends in High Places,1969,25,7.2,14
48905,129412,tt0620052,The King of Queens,S01E14 Dog Days,1999,22,7.8,571
88976,255285,tt0747881,Who's the Boss?,S07E15 You Can Go Home Again,1991,24,7.0,72
97086,288964,tt0791676,A.L.F.,"S01E02 Hair Today, Bald Tomorrow",1987,23,7.1,11
134660,715790,tt1061114,Do Not Adjust Your Set,S01E07 Episode #1.7,1968,25,6.5,20
123060,435800,tt0995350,Gintama,S01E22 Kekkon towa kanchigai o isshougai shitsuzukeru kotoda,2006,24,8.0,352
12290,25273,tt0514101,Aqua Teen Hunger Force,S03E02 Unremarkable Voyage,2004,12,8.0,174
63836,169540,tt0660698,Night Court,S06E20 Pen Pal,1989,24,7.7,103
3211,5159,tt0271455,Les dossiers de l'أ©cran,\N,1989,240,8.7,206
70708,192634,tt0684266,Red Shoe Diaries,S05E01 Weightless,1996,30,5.8,20
80028,218704,tt0710616,Stingray,S02E04 Bring Me the Hand That Hit Me,1987,60,7.4,26
56939,151921,tt0642863,The Mary Tyler Moore Show,S06E19 Menage-a-Lou,1976,26,7.5,142
62799,166278,tt0657370,The Nanny,S06E18 Yetta's Letters,1999,30,8.1,278
58077,154942,tt0645918,Master Eder and His Pumuckl,S01E15 Der Wollpullover,1983,24,7.0,47
2038,3143,tt0178364,American Playhouse,S04E15 Displaced Person,1985,60,7.8,29
32592,82629,tt0572573,The Equalizer,S04E17 Prisoners of Conscience,1989,45,7.5,57
66211,179435,tt0670798,Un paso adelante,S04E03 Algo que contar,2003,80,7.2,8
33906,86211,tt0576237,Ein Fall fأ¼r TKKG,S01E01 Das leere Grab am Moor,1985,24,5.8,13
81654,224909,tt0716903,Tales from the Crypt,S05E13 Till Death Do We Part,1993,26,6.3,585
51148,138549,tt0629372,Law & Order,S14E12 Payback,2004,60,7.5,243
1034,1705,tt0100748,Tatort,S01E237 Blue Lady,1990,86,6.8,29
63950,169728,tt0660936,NightMan,S02E16 Spellbound,1999,43,7.2,15
74773,204341,tt0696065,Ein Schloأں am Wأ¶rthersee,S02E05 Ein reizendes Kerlchen,1991,49,5.8,12
77891,214200,tt0706033,Space Ghost Coast to Coast,S04E21 Boatshow,1997,30,6.9,44
8271,16629,tt0505264,Adam-12,S03E08 Log 105: Elegy for a Pig,1970,25,9.2,272
121904,426986,tt0983612,Northern Lights,S01E06 Episode #1.6,2006,46,7.6,8
84043,234151,tt0726342,Tomtemaskinen,S01E05 En lأ¥da i hallen,1993,15,8.0,7
38945,99799,tt0589975,Gomer Pyle: USMC,"S04E05 Gomer, the Beautiful Dreamer",1967,30,7.3,46
132090,650355,tt10466260,Ripley's Believe It or Not!,S01E05 Beyond Driven,2019,42,7.1,13
23159,53907,tt0543365,Cluedo,"S04E03 The Word, the Flesh and the Devil",1993,25,6.5,8
19264,41782,tt0531108,The Brady Bunch,"S01E25 Lost Locket, Found Locket",1970,25,7.0,197
7823,15554,tt0504154,The A-Team,S03E22 Bounty,1985,47,7.5,317
52942,143170,tt0634070,Living Single,S03E11 Mommy Not Dearest,1995,22,8.6,32
36455,92636,tt0582739,Freddy's Nightmares,S01E11 Do Dreams Bleed?,1989,46,5.8,142
53339,144489,tt0635397,The Lone Ranger,S01E40 Man Without a Gun,1950,30,8.0,58
107883,337587,tt0864555,Un paso adelante,S04E16 Dar la cara,2003,80,6.2,7
129699,585552,tt1032132,Supernatural,S03E11 Mystery Spot,2008,55,9.4,8891
13136,28539,tt0517430,Baantjer,S02E13 De Cock en de moord onder 0,1997,52,8.3,34
10896,21543,tt0510320,Ally McBeal,S02E10 Making Spirits Bright,1998,43,7.3,179
92204,266110,tt0760388,Captain Scarlet,S01E26 Grey Skulls,2005,22,8.2,17
70393,192135,tt0683765,Real Time with Bill Maher,S02E23 Episode #2.23,2004,60,5.8,24
54274,146295,tt0637213,Lovejoy,S02E06 One Born Every Minute,1991,50,8.2,74
54989,147852,tt0638777,MacGyver,S01E02 The Golden Triangle,1985,60,6.7,599
21454,49063,tt0538466,The Champions,S01E06 Operation Deep-Freeze,1968,60,6.7,79
100303,302608,tt0811741,Doctor Who,S15E16 The Sun Makers: Part Four,1977,25,7.6,412
80696,221216,tt0713157,Sunset Beach,S01E509 Episode #1.509,1999,60,8.6,10
114171,376326,tt0915646,EastEnders,S01E934 Episode #1.934,1994,28,7.0,8
121851,426652,tt0983178,Spiral: The Bonds of Reasoning,S01E23 Tomanai ame,2003,24,6.6,8
135974,752625,tt10691482,Web of Lies,S06E02 The Girl in the Photo,2019,42,7.8,23
93018,268528,tt0762980,Avonlea,S01E12 The Blue Chest of Arabella King,1990,60,7.9,55
114350,378139,tt0917572,Most Extreme Elimination Challenge,S05E06 Chick Magnets vs. Famous Felons,2006,21,5.8,11
125430,485847,tt10100616,Armed Girl's Machiavellism,"S01E03 The Fair Sword, Mary Kikakujo",2017,24,7.4,16
2544,3973,tt0217605,Rosamunde Pilcher,S01E30 Klippen der Liebe,1999,86,3.8,32
109004,343196,tt0872579,The Bill,S11E121 Strictly Personal,1995,25,7.2,28
35615,90355,tt0580428,Flipper,S02E17 Flipper's Odyssey: Part 2,1966,30,6.9,24
78988,216868,tt0708739,Star Trek: The Next Generation,S01E07 Justice,1987,46,6.0,3955
13738,29915,tt0518826,Barnaby Jones,S05E01 Blood Vengeance,1976,60,7.5,76
