,Unnamed: 0,id,TVShow,Episode,year,minutes,averageRating,numVotes
105598,326674,tt0849841,The Black Donnellys,S01E02 A Stone of the Heart,2007,60,7.9,198
58795,157153,tt0648156,"Mike Hammer, Private Eye",S02E02 The Long Road to Nowhere,1998,43,6.9,30
86371,248647,tt0741034,The Virginian,S03E19 Six Graves at Cripple Creek,1965,75,7.7,66
60173,160149,tt0651183,Mork & Mindy,"S03E09 Alas, Poor Mork, We Knew Him Well",1981,30,6.8,84
117873,401602,tt0949266,WCW Monday Nitro,S03E37 Trust No One,1998,180,6.0,13
73272,201386,tt0693081,Sabrina the Teenage Witch,S01E20 Meeting Dad's Girlfriend,1997,30,7.1,319
138514,823089,tt1084302,Last Exile,S01E11 Develop,2003,25,7.6,33
50363,134023,tt0624804,Laramie,S04E24 The Sometime Gambler,1963,60,8.2,59
64238,172339,tt0663587,"O'Hara, U.S. Treasury",S01E11 Operation: Crystal Springs,1971,60,6.9,14
47752,124625,tt0615216,Jeremiah,S02E15 Interregnum: Part 2,2004,45,8.3,58
131882,646232,tt10457316,Amphibia,S01E03 Hop Luck/Stakeout,2019,22,7.8,472
47087,123049,tt0613614,The Jack Benny Program,S12E12 Jack Does Opera,1962,30,7.0,34
92072,265723,tt0759829,Dog Whisperer with Cesar Millan,S01E14 Jake and King,2004,26,8.2,20
80213,219626,tt0711542,The Streets of San Francisco,S05E22 'Let's Pretend We're Strangers',1977,60,7.2,78
35418,90083,tt0580156,The Flintstones,S06E20 Curtain Call at Bedrock,1966,30,6.9,146
1933,2990,tt0167440,Tatort,S01E393 Der zweite Mann,1998,87,4.8,30
112151,364883,tt0901432,Vanished,S01E13 Warm Springs,2006,44,6.6,34
124278,454963,tt10034602,Attack on Titan,S03E20 That Day,2019,24,9.8,46363
123694,442059,tt10006866,The Singapore Grip,S01E03 Engagement,2020,45,5.8,56
27107,67222,tt0556859,Death Valley Days,S02E17 The Rainbow Chaser,1954,30,8.0,33
91961,265208,tt0758965,The Adventures of Ozzie and Harriet,S01E27 The Orchid and the Violet,1953,30,7.8,32
101785,310865,tt0825215,Zoey 101,S03E02 Chase's Girlfriend,2006,23,7.7,106
84499,240465,tt0732730,Trackdown,S01E08 Self-Defense,1957,30,7.8,30
80445,220784,tt0712718,Suddenly Susan,S02E10 I Didn't Write This,1997,30,6.4,18
5047,8444,tt0394355,Baywatch,S06E01 Trapped Beneath the Sea: Part 1,1995,42,6.1,135
106503,331262,tt0856351,The Batman,S04E10 Riddler's Revenge,2007,23,7.8,190
12581,26354,tt0515207,Arrested Development,S02E06 Afternoon Delight,2004,30,9.0,2868
66594,181622,tt0672994,Perfect Strangers,S03E11 The Break-In,1987,24,8.2,72
66135,178958,tt0670321,Party of Five,S03E22 Leap of Faith,1997,43,8.0,67
91704,264366,tt0757682,Shadows of Fear,S01E06 Return of Favours,1971,50,7.1,37
32709,83887,tt0573872,Eve,S03E02 Shelly and?,2005,20,6.2,17
85029,242265,tt0734547,The Twilight Zone,S03E22 A Piano in the House,1962,25,7.5,2276
56910,151892,tt0642834,The Mary Tyler Moore Show,S03E07 Just Around the Corner,1972,26,7.4,179
82106,225530,tt0717528,Tales of the Unexpected,S06E13 Youth from Vienna,1983,26,5.7,147
16628,35783,tt0525043,The Bill,S14E25 A Little Help,1998,25,7.9,27
79881,218170,tt0710075,Step by Step,S05E23 We're Going to Disney World: Part 2,1996,30,6.3,74
30673,76027,tt0565803,Dragnet,S02E28 The Big Hands,1953,30,7.4,89
5669,9739,tt0411516,The Crocodile Hunter,S08E03 Ice Breaker,2004,60,8.7,43
82405,226545,tt0718551,Taxi,S03E02 Tony's Sister and Jim,1980,25,8.3,195
48213,127279,tt0617898,Just Shoot Me!,S05E10 Finch and the Fighter,2001,22,7.0,120
43772,111249,tt0601718,Hill Street Blues,"S05E01 Mayo, Hold the Pickle",1984,47,7.8,88
141527,892943,tt1099560,Mock the Week,S05E09 Episode #5.9,2007,30,6.9,19
137573,793830,tt1077984,The Slayers,S01E16 Passion! Butai ni Kakeru Seishun?,1995,22,7.6,34
2739,4425,tt0239714,Night Visions,S01E01 The Passenger List/The Bokor,2001,44,6.7,130
101144,307290,tt0819481,Kaamelott,S01E10 Le nأ©gociateur,2005,3,7.5,49
125040,476661,tt10081074,9/1/2001,S03E01 Kids Today,2019,43,8.1,965
130320,602971,tt1035912,Chuck,S01E01 Pilot,2007,43,8.3,2376
95182,278843,tt0776608,Q & Q,S01E11 Spoedgeval,1974,24,7.4,7
116277,390989,tt0935586,Jem,S02E11 The Jazz Player,1987,22,7.2,20
136536,768516,tt10724188,Endro~!,S01E05 My Hero!,2019,24,7.5,11
111458,358968,tt0893934,Deal or No Deal,S02E11 Episode #2.11,2006,41,6.3,9
127357,529061,tt10196724,Her Private Life,S01E09 Episode #1.9,2019,75,8.5,36
33745,85941,tt0575966,Falcon Crest,S09E08 Luck Wave,1989,60,5.1,31
104138,320073,tt0839053,Last of the Summer Wine,S04E02 Getting on Sidney's Wire,1977,28,7.9,68
31680,78298,tt0568125,ER,S02E17 The Match Game,1996,60,7.6,428
42611,108556,tt0599000,Heartbeat,S13E12 The Dear Departed,2004,46,7.1,20
102445,313869,tt0830056,SpongeBob SquarePants,S02E05 Wormy/Patty Hype,2001,24,8.7,1097
101612,310107,tt0824106,The Red Green Show,S08E02 House Moving,1998,23,8.9,8
15513,33558,tt0522718,"Beverly Hills, 90210",S02E20 A Competitive Edge,1992,46,6.5,201
135787,748362,tt1068209,Mythos Rommel,S01E03 Der Verschwأ¶rer,2002,43,7.6,8
29991,73342,tt0563103,Doctor in the House,S02E03 Take Off Your Clothes... and Hide,1970,25,7.6,19
18704,40527,tt0529845,Bonanza,S11E17 The Trouble with Amy,1970,60,7.8,95
145698,983505,tt11188854,F.A.T.H.E.R.S.,S02E02 Viral Video,2019,13,8.7,12
100357,302662,tt0811818,Doctor Who,S17E15 Nightmare of Eden: Part Three,1979,24,6.9,368
94727,276358,tt0773438,The Incredible Hulk,S01E11 Enter: She-Hulk,1983,21,7.5,60
35424,90089,tt0580162,The Flintstones,S03E01 Dino Goes Hollyrock,1962,25,7.7,195
124100,451106,tt1002572,Murder 101,S01E03 If Wishes Were Horses,2007,84,6.1,241
8771,17421,tt0506061,The Adventures of Long John Silver,S01E09 Sword of Vengeance,1957,30,6.3,14
99046,297877,tt0803678,Jackass,S03E03 Office Chairs,2001,26,7.3,102
140536,871056,tt1094889,My Three Sons,S12E24 Whatever Happened to Ernie?,1972,30,6.1,51
50311,133971,tt0624752,Laramie,S02E04 Ride the Wild Wind,1960,60,7.5,90
143054,927256,tt11066384,Dr. Stone,S01E22 The Treasure,2019,24,8.4,532
103573,318532,tt0837232,The Adventures of Tintin,S02E06 Tintin in Tibet: Part 1,1992,24,7.4,324
30625,75902,tt0565677,Dragnet 1967,S01E10 The Jade Story,1967,30,7.0,149
90471,258688,tt0751329,X-Men: The Animated Series,S03E02 Out of the Past - Part II,1994,22,7.4,498
129689,585492,tt1032121,Smallville,S07E03 Fierce,2007,41,7.4,1052
117008,396068,tt0942145,Supernatural,S02E12 Nightshifter,2007,47,8.9,6212
34445,87180,tt0577216,Family Matters,S06E04 The Looney Bin,1994,23,7.1,108
62064,164484,tt0655568,MythQuest,S01E03 Red Wolf's Daughter,2001,49,8.9,8
60054,159866,tt0650897,Monsters,S03E09 The Young and the Headless,1990,21,6.0,81
3199,5139,tt0270701,Das Traumschiff,S01E37 Olympia 2000,2000,90,5.4,35
33731,85927,tt0575952,Falcon Crest,S07E25 King's Gambit,1988,60,7.6,32
135915,750690,tt10687360,WWE NXT,S13E30 Episode #13.30,2019,58,7.0,13
65512,176674,tt0668014,Outlaws,S01E02 Ballad for a Badman,1960,60,7.8,6
29041,70637,tt0560308,Digimon: Digital Monsters,S02E10 The Captive Digimon,2000,20,8.0,99
10867,21514,tt0510291,Ally McBeal,S02E03 Fools Night Out,1998,43,7.4,198
135803,748388,tt10682168,The Untamed,S01E13 Episode #1.13,2019,45,8.5,133
49735,132431,tt0623199,Kung Fu,S01E14 The Third Man,1973,51,8.0,121
137554,793550,tt1077934,Rob & Big,S01E07 Security,2006,21,7.4,24
46439,121851,tt0612411,Ironside,S07E06 House of Terror,1973,60,7.2,53
20370,45383,tt0534753,CSI: Crime Scene Investigation,S01E14 To Halve and to Hold,2001,44,7.5,877
95805,282430,tt0782531,ReBoot,S02E01 Infected,1995,24,9.0,90
142427,911311,tt11033890,Judge Judy,S24E30 Woman Subjected to Lie Detector Test!/Hot Mess Sleepover!,2019,22,6.8,8
117562,399776,tt0946924,WCW Monday Nitro,S02E02 NWO Takeover,1996,120,5.8,24
110796,353588,tt0886362,Where's Waldo?,S01E04 The Great Ballgame,1991,23,7.6,9
96852,287845,tt0789662,Stargate SG-1,S10E08 Memento Mori,2006,44,7.5,930
32433,82233,tt0572174,Star Trek: Enterprise,S04E15 Affliction,2005,43,7.9,1458
4107,6799,tt0332686,American Experience,S03E01 Lindbergh,1990,56,5.5,28
21445,49014,tt0538417,ChalkZone,S02E07 Pumpkin Love/Chip of Fools/Irresistible/Please Let Me In,2003,24,8.8,22
33942,86327,tt0576358,A Case for Two,S14E10 Heiأںes Geld,1994,57,7.7,20
65676,177278,tt0668632,Pacific Blue,S05E21 Blind Eye,2000,45,4.1,28
123280,436717,tt0996746,Hikaru no Go,S01E13 Sore zore no ketsui,2002,22,7.3,23
120363,416900,tt0970309,Hell Girl: Two Mirrors,S01E02 Utakata,2006,25,7.6,13
12995,28081,tt0516953,The Avengers,S02E18 Warlock,1963,52,6.9,129
30402,75568,tt0565341,"Dr. Quinn, Medicine Woman",S03E17 Cooper vs. Quinn: Part 1,1995,43,8.0,108
4232,7053,tt0345054,Cinأ©astes de notre temps,S01E08 Bresson ni vu ni connu,1965,65,7.4,45
53770,145487,tt0636398,Lou Grant,S03E10 Andrew: Part 1,1979,49,6.8,19
9561,19169,tt0507844,One Step Beyond,S03E31 The Sorcerer,1961,30,7.1,86
114804,380382,tt0920077,Pan Tau,S01E01 Pan Tau prichأ،zأ­,1970,30,7.0,31
49041,129552,tt0620192,King of the Hill,S10E05 A Portrait of the Artist as a Young Clown,2005,23,7.2,292
75481,205765,tt0697497,The Secret World of Alex Mack,S02E05 Suspect,1995,25,7.4,19
36637,92912,tt0583018,The Fresh Prince of Bel-Air,S04E24 Papa's Got a Brand New Excuse,1994,23,9.7,3179
19331,41857,tt0531184,Brainiac: Science Abuse,S01E03 Kiddies Roundabout,2003,45,7.6,20
38952,99806,tt0589982,Gomer Pyle: USMC,"S03E24 Gomer, the Welsh Rarebit Fiend",1967,30,8.4,73
78303,215181,tt0707023,Spin City,S04E26 Goodbye: Part 2,2000,30,9.1,250
111914,362444,tt0898200,Naruto,S01E48 Gaara funsai!! Wakasa da! Pawأ¢ da! Bakuhatsu da!,2003,23,9.2,1914
109233,344165,tt0873639,Teenage Mutant Ninja Turtles,"S04E14 Elementary, My Dear Turtle",1990,23,6.7,88
147170,1014201,tt11257204,Miraculous: Tales of Ladybug & Cat Noir,S03E13 Desperada,2019,21,8.0,268
18387,40209,tt0529527,Bonanza,S02E26 Cutthroat Junction,1961,60,6.8,107
51212,138613,tt0629436,Law & Order,S02E12 Star Struck,1992,60,7.6,311
67693,184754,tt0676306,Police Story,S01E07 Death on Credit,1973,60,7.6,49
133831,693729,tt1056300,Devil May Cry: The Animated Series,S01E05 In Private,2007,24,6.7,156
138345,818025,tt10832522,SeaChange,S04E05 Paradise Reclaimed: Hope and Heartbreak,2019,45,8.4,22
78089,214684,tt0706517,Special Branch,S03E09 Threat,1973,49,7.3,27
17832,37899,tt0527210,Blossom,S04E17 Meat,1994,22,7.5,43
103756,318860,tt0837588,The Bill,S22E53 The Lines We Shouldn't Cross,2006,50,7.6,11
41413,106597,tt0597014,The Hardy Boys/Nancy Drew Mysteries,S03E10 Life on the Line,1979,60,6.8,23
21648,49531,tt0538934,Charlie Rose,\N,1998,53,8.4,23
68267,185907,tt0677471,Power Rangers Turbo,S01E19 Passing the Torch: Part 2,1997,21,7.4,286
23163,53932,tt0543392,Clueless,S01E16 All Teed Off,1997,30,8.3,18
47484,124131,tt0614721,Jeeves and Wooster,"S01E04 How Does Gussie Woo Madeline? (or, Hunger Strike)",1990,49,8.0,283
105158,324334,tt0845944,The X Factor UK,S03E02 Auditions 2,2006,60,3.3,13
81399,223313,tt0715283,Softly from Paris,S02E07 Le partenaire inattendu,1990,25,6.6,15
93086,268692,tt0763146,Danger Mouse,S10E06 Heavy Duty,1992,22,6.9,19
12794,27607,tt0516475,"Auf Wiedersehen, Pet",S01E06 The Accused,1983,51,8.1,85
56444,151019,tt0641957,"Marcus Welby, M.D.",S02E24 The House of Alquist,1971,60,8.8,9
82335,226475,tt0718481,Taxi,S03E03 Fathers of the Bride,1980,25,7.3,133
114460,378557,tt0918024,The Simpsons,S18E10 The Wife Aquatic,2007,30,6.5,1495
3600,5856,tt0296700,Schlitz Playhouse,S03E25 The Jungle Trap,1954,30,5.5,26
22171,50429,tt0539839,Cheers,S03E01 Rebound: Part 1,1984,30,7.9,618
91806,264653,tt0758193,The Dukes of Hazzard,S04E25 Share and Share Alike,1982,49,7.3,130
49235,130156,tt0620796,Knight Rider,S02E20 A Good Knight's Work,1984,49,7.0,255
129200,575198,tt1029859,Boys Over Flowers,S01E06 A Love Triangle of a Roller-coaster Ride Hair-trigger Crisis,2005,45,7.6,23
15978,34046,tt0523207,Bewitched,S04E12 Samantha's Thanksgiving to Remember,1967,30,8.8,303
40174,103349,tt0593568,The Guardian,S03E08 Believe,2003,43,7.9,85
144885,964382,tt11147420,Rosehaven,S04E02 Episode #4.2,2020,25,7.5,20
6313,10980,tt0473427,Only Human,S01E02 Bollocks to Cancer,2005,50,8.8,11
124301,456041,tt10037004,Sygeplejeskolen,S02E02 Afsked / Parting,2019,40,7.6,34
85542,244681,tt0736991,The Unit,S01E02 Stress,2006,44,7.5,306
65201,175392,tt0666675,Open All Hours,S01E02 A Mattress on Wheels,1976,29,7.9,101
11417,22867,tt0511667,American Dragon: Jake Long,S01E04 The Legend of the Dragon Tooth,2005,21,7.3,75
19020,41434,tt0530754,Bourbon Street Beat,S01E16 Find My Face!,1960,60,8.6,14
40866,104340,tt0594559,Gunsmoke,S19E21 Trail of Bloodshed,1974,60,7.5,146
109124,343508,tt0872904,Fantastic Four,S01E16 The Micro World of Dr. Doom,1967,30,7.5,31
100777,304780,tt0815020,Louis Theroux's Weird Weekends,S02E03 Black Nationalism,1999,49,7.7,281
110647,352648,tt0885243,Death Note,S01E01 Rebirth,2006,24,8.4,5894
88123,253043,tt0745611,The West Wing,S07E12 Duck and Cover,2006,60,8.4,622
23494,54483,tt0543946,Cold Case,S02E14 Revolution,2005,44,7.6,352
83431,230938,tt0723069,Thriller,S02E21 Cousin Tundifer,1962,60,7.2,143
101921,311550,tt0826391,The Kumars at No. 42,S07E02 Episode #7.2,2006,29,7.4,12
122300,430473,tt0988174,Anthony Bourdain: No Reservations,S02E07 Japan,2006,44,8.4,65
3660,5946,tt0299590,Time for Murder,S01E04 Bright Smiler,1985,60,5.4,32
107126,333355,tt0858944,Mein Leben & ich,S01E01 Der Einbruch,2001,23,5.4,14
31272,77594,tt0567415,Dynasty,S05E03 Fallon,1984,47,7.2,61
129303,579370,tt1030747,Wildfire,S04E10 The Comeback,2008,43,8.0,28
96924,288112,tt0789965,G.I. Joe,"S02E02 Arise, Serpentor, Arise!: Part 2",1986,22,7.9,58
3557,5776,tt0293356,Great Performances,S29E16 Little Women,2001,115,7.2,27
10221,20089,tt0508861,Alice,S08E08 Vera's Wedding,1983,24,7.8,63
71886,196300,tt0687962,Rocket Power,"S03E05 To Be, Otto Not to Be/Reggie/Regina",2002,24,6.4,62
36325,92408,tt0582510,Frasier,S08E05 Taking Liberties,2000,30,8.5,940
98027,292601,tt0796555,Yu-Gi-Oh! GX,S01E30 Doomsday Duel: Part 2,2005,22,8.2,77
140340,868460,tt1094314,Absolutely,S01E04 Episode #1.4,1989,36,6.2,9
61299,163272,tt0654331,Mutant X,S01E07 Lit Fuse,2001,42,6.6,60
70571,192360,tt0683992,The Rebel,S02E08 The Hunted,1960,25,7.8,46
9494,19102,tt0507776,One Step Beyond,S01E20 Echo,1959,30,7.1,193
75039,204892,tt0696622,Scrubs,S03E13 My Porcelain God,2004,24,8.6,1281
118528,405415,tt0954852,WCW Monday Nitro,S05E21 Tulsa Spelled Backwards,2000,120,5.7,13
118787,406233,tt0955991,Nikola,S01E05 Eine schwere Geburt,1997,24,6.2,14
60156,160067,tt0651100,Moonlighting,S02E10 Twas the Episode Before Christmas,1985,60,7.7,237
62379,165372,tt0656462,NYPD Blue,S07E10 Who Murders Sleep,2000,44,8.3,96
89850,257053,tt0749665,Without a Trace,S02E17 Gung-Ho,2004,43,7.4,159
11348,22670,tt0511470,America's Next Top Model,S01E03 The Girl Who Gets Rushed to the Emergency Room,2003,42,6.6,70
58152,155027,tt0646003,Melrose Place,S01E24 Bye Bye Billy,1993,46,7.4,99
44139,112017,tt0602508,Holby City,S08E08 Comfort of Strangers,2005,60,8.6,9
68420,186150,tt0677717,The Practice,S08E12 Avenging Angels,2004,40,7.4,91
144206,950578,tt11116734,The Restaurant,S04E04 Sensommar,2020,45,8.3,69
85878,246183,tt0738553,V,S01E14 The Champion,1985,60,6.4,222
123006,435310,tt0994495,Prison Break,S03E13 The Art of the Deal,2008,43,8.7,3846
143137,930314,tt1107282,Sin City Law,"S01E06 Bourbon Strip, Part Two",2007,54,6.2,9
135123,733102,tt10648556,Nachtschwestern,S01E10 Todesangst,2019,45,8.0,6
139988,862982,tt10930386,Missions,S02E08 Autres,2019,22,7.6,56
77673,213239,tt0705064,Sonic Underground,S01E38 Art of Destruction,1999,22,6.1,22
16200,35086,tt0524346,The Big Valley,S03E24 Devil's Masquerade,1968,60,7.6,89
60968,162441,tt0653494,"Murder, She Wrote",S01E09 Death Casts a Spell,1984,47,7.5,558
139015,838243,tt10876098,Antiques Road Trip,S19E05 Episode #19.5,2019,44,7.4,6
81341,222503,tt0714463,The Sweeney,S04E08 The Bigger They Are,1978,51,7.7,110
4172,6925,tt0339258,TV teatar,\N,1990,91,8.8,30
145951,988131,tt1119942,Cow and Chicken,S02E03 Tongue Sandwich/I Am Crybaby/Dream Date Chicken,1998,22,6.4,55
133207,676706,tt10525820,The Rookie,S02E12 Now and Then,2020,42,7.8,868
28408,69646,tt0559302,Diagnosis Murder,S07E14 Too Many Cooks,2000,45,6.7,70
19900,44158,tt0533511,Buffy the Vampire Slayer,S04E20 The Yoko Factor,2000,60,8.0,3099
48692,128516,tt0619151,Keeping Up Appearances,S02E07 Singing for Emmet,1991,29,7.7,264
120676,420016,tt0974303,"Pinky, Elmyra & the Brain",S01E11 How I Spent My Weekend,1998,21,6.3,29
19827,44085,tt0533438,Buffy the Vampire Slayer,S06E16 Hell's Bells,2002,60,7.5,2669
123698,442350,tt1000744,Robin Hood,S02E11 Treasure of the Nation,2007,45,8.0,208
119239,409220,tt0959949,Skeleton Warriors,S01E03 Heart and Soul,1994,23,7.6,12
24413,60277,tt0549808,The Courtship of Eddie's Father,S01E02 Teacher's Pet,1969,30,6.8,27
669,1218,tt0086418,Tatort,S01E149 Wenn alle Brأ¼nnlein flieأںen,1983,97,6.2,36
30125,74551,tt0564314,The Donna Reed Show,S03E02 The Mystery Woman,1960,30,8.1,26
25719,63800,tt0553365,Dallas,S09E20 Missing,1986,48,7.1,95
134302,706112,tt10589740,BattleBots,S04E05 A Family Affair,2019,83,8.3,23
19774,44032,tt0533385,Buffy the Vampire Slayer,S06E03 After Life,2001,42,7.8,2461
33504,85363,tt0575360,The Facts of Life,S04E19 Guess Who's Coming to Dinner?,1983,30,7.4,56
136684,772200,tt10732474,The Daily Show,S24E142 Ayanna Pressley,2019,32,5.2,25
67935,185116,tt0676677,Poltergeist: The Legacy,S02E16 Shadow Fall,1997,44,7.0,23
105085,323743,tt0845165,Dragon Ball,S01E115 Te ni irero! Nazo no Chأ´shinsui,1988,24,7.3,312
81376,222667,tt0714628,Switch,S02E20 The Hemline Heist,1977,60,7.2,10
124106,451301,tt10026240,Queen Sugar,S04E03 Where My Body Stops or Begins,2019,42,8.5,45
94132,273536,tt0769422,Sonic the Hedgehog,S02E08 The Void,1994,22,6.7,45
85079,242315,tt0734597,The Twilight Zone,S02E07 Nick of Time,1960,25,8.3,3885
133598,687628,tt1054968,Magical Angel Creamy Mami,S01E08 Nagisa no miracle duet,1983,23,7.0,10
6980,13545,tt0502126,227,S04E20 The Bet,1989,24,7.7,26
115182,382189,tt0922817,Thundercats,S04E16 Swan Song,1989,23,8.9,114
65442,176596,tt0667935,The Outer Limits,S01E13 Quality of Mercy,1995,45,8.1,766
147559,1022751,tt1127617,The Peter Serafinowicz Show,S01E02 Episode #1.2,2007,28,7.3,33
11078,21992,tt0510774,The Old Fox,S16E10 Ein schlimmes Ende,1992,58,7.0,16
111465,359076,tt0894045,Eyes on the Prize,S02E02 Two Societies: 1965-1968,1990,57,9.0,15
10883,21530,tt0510307,Ally McBeal,S04E19 In Search of Barry White,2001,41,7.6,157
109597,346372,tt0876777,The Surreal Life,S03E11 Best and Worst,2004,21,5.4,8
118853,406368,tt0956403,Bluer Than Indigo,S01E05 Houyuu,2002,23,6.9,14
99567,300086,tt0807337,Most Extreme Elimination Challenge,S04E08 MXC Wrestling Extravaganza: TNA vs. WWE,2006,21,7.7,14
81108,222023,tt0713978,Suspense,S04E22 North of Shanghai,1952,30,6.2,29
99076,298065,tt0803916,Big Brother,S01E10 Episode #1.10,2000,21,5.9,33
25215,63244,tt0552805,The Daily Show,S08E03 Carson Daly,2003,30,6.0,20
110435,351607,tt0883664,Degrassi: The Next Generation,S06E13 If You Leave,2007,23,7.5,164
44496,113852,tt0604346,Homicide: Life on the Street,S06E03 Blood Ties: Part 3,1997,46,8.4,110
80017,218493,tt0710405,Still Standing,S01E03 Still in School,2002,30,7.8,183
29169,70830,tt0560503,The Dinah Shore Chevy Show,"S02E03 Maureen O'Hara, Shirley MacLaine, Howard Keel, Robert Wagner",1957,60,6.0,13
110798,353590,tt0886364,Where's Waldo?,S01E13 The Land of the Lost Pyramid,1991,23,8.0,8
8849,17576,tt0506216,The Adventures of Rin Tin Tin,"S01E08 Rin Tin Tin, Outlaw",1954,26,7.3,21
128795,563300,tt1027235,American Experience,S06E01 Amelia Earhart: The Price of Courage,1993,55,7.1,56
28510,70034,tt0559699,Dick Turpin,S03E03 Dick Turpin's Greatest Adventure: Part 3,1981,25,7.4,11
29646,71731,tt0561487,The District,S01E01 Pilot,2000,43,8.0,54
9454,18848,tt0507518,Alarm fأ¼r Cobra 11 - Die Autobahnpolizei,S06E09 Zwischen allen Stأ¼hlen,2001,47,7.4,46
52315,140927,tt0631775,The Life and Legend of Wyatt Earp,S04E18 Death for a Stolen Horse,1959,30,8.0,36
22848,52410,tt0541857,The Cisco Kid,S03E01 Monkey Business,1952,30,8.2,16
88347,253675,tt0746260,What's Happening!!,S02E17 Doobie or Not Doobie: Part 2,1978,26,8.1,52
18844,40941,tt0530261,Boon,S05E03 Rival Eyes,1990,50,6.6,7
105119,323965,tt0845399,The Undersea World of Jacques Cousteau,\N,1968,60,8.8,16
39336,101168,tt0591353,Goosebumps,S01E10 Night of the Living Dummy II,1996,22,7.8,922
82200,225922,tt0717926,Target: The Corruptors!,S01E12 Prison Empire,1961,60,7.1,10
92333,266387,tt0760690,Breaking News,S01E05 The Siege,1994,26,9.5,34
30758,76238,tt0566014,Drake & Josh,S02E08 Blues Brothers,2004,25,8.8,369
90028,257670,tt0750299,The Wonder Years,S02E07 Coda,1989,24,8.2,377
146023,989291,tt1120166,Ghost Stories,S01E15 Green-Eyed Monster,1997,21,4.9,17
116091,389742,tt0933635,Spellbinder,S01E07 The Gunpowder Plot,1995,22,7.9,35
112636,368763,tt0906720,My Parents Are Aliens,S07E04 Halloween Tales,2005,21,6.8,9
98798,297405,tt0803195,Die unsterblichen Methoden des Franz Josef Wanninger,S01E01 Das Geheimnis der Pendel,1979,26,6.7,6
127829,541046,tt10222914,Shrill,S02E06 WAHAM,2020,23,7.8,141
105913,327982,tt0851725,Hallelujah!,S01E03 Counselling,1983,24,7.6,14
12457,25740,tt0514578,Ark II,S01E08 The Rule,1976,23,5.8,19
143052,927251,tt11066376,Dr. Stone,S01E21 Spartan Crafts Club,2019,24,8.2,519
60429,160802,tt0651842,Mr. Bean,S01E13 Goodnight Mr. Bean,1995,23,8.5,1573
61932,164191,tt0655251,My Wife and Kids,S03E14 Michael's Tribe,2002,22,7.1,114
25616,63697,tt0553261,Dallas,S14E01 April in Paris,1990,47,6.4,105
119035,407838,tt0957960,I Love New York,S01E04 What's Up Dog,2007,40,4.0,12
23895,55597,tt0545071,The Commish,S04E17 Cry Wolfe,1995,46,8.0,74
93648,270696,tt0766176,The Gertrude Berg Show,S01E04 Lonely Sunday,1961,30,6.6,6
134447,709842,tt10597922,1998 FIFA World Cup France,\N,1998,90,7.0,7
44383,113042,tt0603533,Home Improvement,S01E24 Stereo-typical,1992,24,7.5,295
1362,2145,tt0116161,EZ Streets,S01E01 Pilot,1996,92,9.2,185
7104,13669,tt0502250,24,S04E12 Day 4: 6:00 p.m.-7:00 p.m.,2005,42,8.2,1191
17001,36236,tt0525496,The Bill,S14E30 No Doubt About It,1998,25,8.6,27
301,665,tt0069480,The Magical World of Disney,S17E04 The Wacky Zoo of Morgan City: Part 1,1970,60,6.2,43
63964,169745,tt0660954,Night Stalker,S01E07 The Sea,2006,41,6.9,47
94057,273189,tt0769062,Doctor Who,S01E13 The Brink of Disaster,1964,22,7.0,932
111571,359384,tt0894374,London's Burning,S08E10 Episode #8.10,1995,49,7.8,12
37720,95899,tt0586039,The Gene Autry Show,S01E01 Head for Texas,1950,30,8.4,24
147282,1017364,tt11264300,River of No Return,S01E02 Bearing Down on the Ranch,2019,41,7.8,5
64897,174601,tt0665877,One Day at a Time,S03E02 The Older Man: Part 2,1977,30,8.2,114
2605,4160,tt0223890,L'histoire du samedi,\N,1995,98,6.9,11
92453,266777,tt0761097,Pokأ©mon,S03E13 Happinas's Happy Nurse!,2000,22,7.5,219
80719,221342,tt0713284,The Super Mario Bros. Super Show!,S01E47 Game Show Host/The Great Gold Coin Rush,1989,20,7.4,23
94115,273469,tt0769354,Mystery Science Theater 3000,S07E04 Zombie Nightmare,1994,93,7.9,647
46829,122695,tt0613258,JAG,S03E14 Father's Day,1998,60,7.0,150
7423,14878,tt0503473,77 Sunset Strip,S03E19 The College Caper,1961,48,7.7,35
127969,543020,tt1022742,Inocente de ti,S01E01 Inocente de ti,2004,44,9.7,11
89448,256317,tt0748926,William Tell,S01E35 The Master Spy,1959,25,6.7,9
100287,302592,tt0811725,Doctor Who,S16E02 The Ribos Operation: Part Two,1978,25,7.4,473
42650,108651,tt0599095,Heartbreak High,S03E13 Episode #3.13,1995,43,7.9,10
105636,326798,tt0849972,A Haunting,S03E03 Hidden Terror,2006,43,8.1,72
8898,17666,tt0506308,The Adventures of Robin Hood,S04E04 A Touch of Fever,1959,25,7.4,21
35054,88369,tt0578422,Father Knows Best,S01E07 Bud's Encounter with the Law,1954,30,7.4,48
70032,191441,tt0683066,Rawhide,S03E15 Incident of the Fish Out of Water,1961,52,8.5,106
142579,916487,tt11044152,Zack Morris Is Trash,S01E02 The Time Zack Morris Made A Girl In A Wheelchair Feel Terrible,2017,3,7.4,6
134056,699669,tt1057558,Transformers: Animated,S02E05 Velocity,2008,22,6.8,44
145182,973493,tt11167102,Retail Reviews,S01E04 Our Favorite Wolfenstein Games and a Full Series Review,2019,41,7.2,7
97809,291667,tt0795057,American Dad!,S01E22 With Friends Like Steve's,2006,22,7.7,850
